name cp-unconnected-plain cp-fc-unconnected-plain clique-unconnected-plain mcssize generator vertices
mcs10_r005_s35.A69 3600.000488 842.031250 3600000 mcs10 rand 35
mcs10_r005_s35.A70 3600.000000 1040.343018 3600000 mcs10 rand 35
mcs10_r005_s35.A71 3600.000000 1391.946533 3600000 mcs10 rand 35
mcs10_r005_s35.A72 3600.000000 2706.746094 3600000 mcs10 rand 35
mcs10_r005_s35.A73 3600.000244 2716.733643 3600000 mcs10 rand 35
mcs10_r005_s35.A74 775.195374 182.353806 1960776 mcs10 rand 35
mcs10_r005_s35.A75 3600.000244 3600.000000 3600000 mcs10 rand 35
mcs10_r005_s35.A76 3600.000000 3350.668945 3600000 mcs10 rand 35
mcs10_r005_s35.A77 1763.561646 291.205139 3600000 mcs10 rand 35
mcs10_r005_s35.A78 3600.000000 2101.263184 3600000 mcs10 rand 35
mcs10_r005_s35.A79 3600.000732 2441.458252 3600000 mcs10 rand 35
mcs10_r005_s35.A80 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r005_s35.A81 3265.133789 799.960754 3600000 mcs10 rand 35
mcs10_r005_s35.A82 3600.000488 802.212158 3600000 mcs10 rand 35
mcs10_r005_s35.A83 2646.263916 507.848328 3600000 mcs10 rand 35
mcs10_r005_s35.A84 3600.000488 1044.066528 3600000 mcs10 rand 35
mcs10_r005_s35.A85 2356.976807 427.060455 3600000 mcs10 rand 35
mcs10_r005_s35.A86 3600.000000 1575.147461 3600000 mcs10 rand 35
mcs10_r005_s35.A87 3600.000000 1035.877197 3600000 mcs10 rand 35
mcs10_r005_s35.A88 3600.000488 1724.306396 3600000 mcs10 rand 35
mcs10_r005_s35.A89 2945.965088 589.800476 3600000 mcs10 rand 35
mcs10_r005_s35.A90 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r005_s35.A91 3600.000488 1130.302856 3600000 mcs10 rand 35
mcs10_r005_s35.A92 3102.022217 446.915710 3600000 mcs10 rand 35
mcs10_r005_s35.A93 3352.027100 741.489014 3600000 mcs10 rand 35
mcs10_r005_s35.A94 3600.000244 1632.441162 3600000 mcs10 rand 35
mcs10_r005_s35.A95 3600.000000 3495.244385 3600000 mcs10 rand 35
mcs10_r005_s35.A96 3600.000488 1318.974854 3600000 mcs10 rand 35
mcs10_r005_s35.A97 3600.000000 624.181763 3600000 mcs10 rand 35
mcs10_r005_s35.A98 3600.000977 1457.049438 3600000 mcs10 rand 35
mcs10_r005_s35.A99 2275.607666 417.663849 3600000 mcs10 rand 35
mcs10_r01_s20.A00 0.940593 0.583397 302 mcs10 rand 20
mcs10_r01_s20.A01 1.048466 0.649470 292 mcs10 rand 20
mcs10_r01_s20.A02 0.623559 0.393480 207 mcs10 rand 20
mcs10_r01_s20.A03 0.650038 0.243793 228 mcs10 rand 20
mcs10_r01_s20.A04 0.560051 0.470219 236 mcs10 rand 20
mcs10_r01_s20.A05 0.627614 0.391134 103 mcs10 rand 20
mcs10_r01_s20.A06 0.844571 0.449056 214 mcs10 rand 20
mcs10_r01_s20.A07 0.138372 0.121244 71 mcs10 rand 20
mcs10_r01_s20.A08 0.396763 0.258636 60 mcs10 rand 20
mcs10_r01_s20.A09 0.285107 0.168143 108 mcs10 rand 20
mcs10_r01_s20.A10 0.792966 0.389979 152 mcs10 rand 20
mcs10_r01_s20.A11 0.668755 0.306061 113 mcs10 rand 20
mcs10_r01_s20.A12 0.814555 0.494755 225 mcs10 rand 20
mcs10_r01_s20.A13 0.530639 0.373979 123 mcs10 rand 20
mcs10_r01_s20.A14 0.739797 0.407541 290 mcs10 rand 20
mcs10_r01_s20.A15 0.708698 0.367982 166 mcs10 rand 20
mcs10_r01_s20.A16 0.732947 0.401606 317 mcs10 rand 20
mcs10_r01_s20.A17 0.857381 0.413691 174 mcs10 rand 20
mcs10_r01_s20.A18 0.629989 0.342363 331 mcs10 rand 20
mcs10_r01_s20.A19 1.477071 1.047280 266 mcs10 rand 20
mcs10_r01_s20.A20 0.427595 0.282628 81 mcs10 rand 20
mcs10_r01_s20.A21 0.477124 0.224512 128 mcs10 rand 20
mcs10_r01_s20.A22 1.146091 0.563065 371 mcs10 rand 20
mcs10_r01_s20.A23 0.265481 0.159399 101 mcs10 rand 20
mcs10_r01_s20.A24 0.555558 0.417154 185 mcs10 rand 20
mcs10_r01_s20.A25 0.874685 0.585615 274 mcs10 rand 20
mcs10_r01_s20.A26 0.552372 0.347070 84 mcs10 rand 20
mcs10_r01_s20.A27 0.482242 0.269566 87 mcs10 rand 20
mcs10_r01_s20.A28 0.771475 0.358924 99 mcs10 rand 20
mcs10_r01_s20.A29 0.422169 0.266221 105 mcs10 rand 20
mcs10_r01_s20.A30 0.765102 0.468995 149 mcs10 rand 20
mcs10_r01_s20.A31 0.911324 0.451968 312 mcs10 rand 20
mcs10_r01_s20.A32 0.614597 0.343991 108 mcs10 rand 20
mcs10_r01_s20.A33 0.895920 0.562522 108 mcs10 rand 20
mcs10_r01_s20.A34 0.782637 0.349856 173 mcs10 rand 20
mcs10_r01_s20.A35 1.027394 0.687562 301 mcs10 rand 20
mcs10_r01_s20.A36 1.065110 0.757510 62 mcs10 rand 20
mcs10_r01_s20.A37 0.532300 0.270579 114 mcs10 rand 20
mcs10_r01_s20.A38 0.558203 0.259815 153 mcs10 rand 20
mcs10_r01_s20.A39 0.465977 0.274440 151 mcs10 rand 20
mcs10_r01_s20.A40 1.142701 0.572517 146 mcs10 rand 20
mcs10_r01_s20.A41 0.507950 0.256111 118 mcs10 rand 20
mcs10_r01_s20.A42 0.746661 0.360111 204 mcs10 rand 20
mcs10_r01_s20.A43 0.730515 0.401635 172 mcs10 rand 20
mcs10_r01_s20.A44 0.528487 0.317252 147 mcs10 rand 20
mcs10_r01_s20.A45 0.861112 0.396249 102 mcs10 rand 20
mcs10_r01_s20.A46 0.635858 0.399174 250 mcs10 rand 20
mcs10_r01_s20.A47 0.592744 0.268242 165 mcs10 rand 20
mcs10_r01_s20.A48 0.968073 0.620593 213 mcs10 rand 20
mcs10_r01_s20.A49 0.995863 0.609089 126 mcs10 rand 20
mcs10_r01_s20.A50 0.580324 0.347073 225 mcs10 rand 20
mcs10_r01_s20.A51 0.942169 0.447550 228 mcs10 rand 20
mcs10_r01_s20.A52 0.426991 0.220535 251 mcs10 rand 20
mcs10_r01_s20.A53 0.592488 0.345987 93 mcs10 rand 20
mcs10_r01_s20.A54 0.433793 0.341767 122 mcs10 rand 20
mcs10_r01_s20.A55 0.533635 0.355127 124 mcs10 rand 20
mcs10_r01_s20.A56 1.459301 0.953121 131 mcs10 rand 20
mcs10_r01_s20.A57 0.816374 0.332227 219 mcs10 rand 20
mcs10_r01_s20.A58 0.726053 0.632215 83 mcs10 rand 20
mcs10_r01_s20.A59 0.505654 0.313388 208 mcs10 rand 20
mcs10_r01_s20.A60 0.877556 0.544067 155 mcs10 rand 20
mcs10_r01_s20.A61 0.912318 0.575259 95 mcs10 rand 20
mcs10_r01_s20.A62 0.674767 0.325643 254 mcs10 rand 20
mcs10_r01_s20.A63 0.816008 0.601828 182 mcs10 rand 20
mcs10_r01_s20.A64 0.251993 0.132506 149 mcs10 rand 20
mcs10_r01_s20.A65 0.784401 0.425704 202 mcs10 rand 20
mcs10_r01_s20.A66 1.918345 1.047503 272 mcs10 rand 20
mcs10_r01_s20.A67 0.575572 0.303977 223 mcs10 rand 20
mcs10_r01_s20.A68 0.678006 0.380738 194 mcs10 rand 20
mcs10_r01_s20.A69 0.772743 0.391917 149 mcs10 rand 20
mcs10_r01_s20.A70 0.738841 0.626571 106 mcs10 rand 20
mcs10_r01_s20.A71 0.443012 0.195150 154 mcs10 rand 20
mcs10_r01_s20.A72 0.313706 0.158199 164 mcs10 rand 20
mcs10_r01_s20.A73 0.942983 0.446205 174 mcs10 rand 20
mcs10_r01_s20.A74 0.332428 0.159635 57 mcs10 rand 20
mcs10_r01_s20.A75 0.302687 0.250072 66 mcs10 rand 20
mcs10_r01_s20.A76 0.371507 0.181248 79 mcs10 rand 20
mcs10_r01_s20.A77 0.728679 0.487941 128 mcs10 rand 20
mcs10_r01_s20.A78 1.759089 1.398203 158 mcs10 rand 20
mcs10_r01_s20.A79 0.168206 0.078363 114 mcs10 rand 20
mcs10_r01_s20.A80 0.604360 0.358528 195 mcs10 rand 20
mcs10_r01_s20.A81 0.432094 0.232348 86 mcs10 rand 20
mcs10_r01_s20.A82 0.753419 0.522752 206 mcs10 rand 20
mcs10_r01_s20.A83 0.706749 0.466476 89 mcs10 rand 20
mcs10_r01_s20.A84 0.495359 0.258486 105 mcs10 rand 20
mcs10_r01_s20.A85 0.548282 0.461684 119 mcs10 rand 20
mcs10_r01_s20.A86 0.252054 0.157118 80 mcs10 rand 20
mcs10_r01_s20.A87 0.512577 0.332262 73 mcs10 rand 20
mcs10_r01_s20.A88 0.419425 0.241111 77 mcs10 rand 20
mcs10_r01_s20.A89 0.810004 0.423709 163 mcs10 rand 20
mcs10_r01_s20.A90 0.937066 0.484041 255 mcs10 rand 20
mcs10_r01_s20.A91 0.654697 0.365210 294 mcs10 rand 20
mcs10_r01_s20.A92 0.727986 0.505446 270 mcs10 rand 20
mcs10_r01_s20.A93 0.324118 0.175481 55 mcs10 rand 20
mcs10_r01_s20.A94 0.640240 0.348144 225 mcs10 rand 20
mcs10_r01_s20.A95 0.786522 0.392713 127 mcs10 rand 20
mcs10_r01_s20.A96 0.610058 0.290386 108 mcs10 rand 20
mcs10_r01_s20.A97 1.277499 0.747558 134 mcs10 rand 20
mcs10_r01_s20.A98 0.650787 0.360568 182 mcs10 rand 20
mcs10_r01_s20.A99 0.438669 0.393107 48 mcs10 rand 20
mcs10_r01_s25.A00 9.159618 6.366225 7284 mcs10 rand 25
mcs10_r01_s25.A01 36.582241 23.781624 6753 mcs10 rand 25
mcs10_r01_s25.A02 27.185623 17.278400 6543 mcs10 rand 25
mcs10_r01_s25.A03 9.804004 4.754255 7753 mcs10 rand 25
mcs10_r01_s25.A04 25.620279 13.970100 8529 mcs10 rand 25
mcs10_r01_s25.A05 27.929642 15.292260 11220 mcs10 rand 25
mcs10_r01_s25.A06 11.696707 5.783249 5440 mcs10 rand 25
mcs10_r01_s25.A07 25.332447 14.251893 3888 mcs10 rand 25
mcs10_r01_s25.A08 12.400083 7.434690 8951 mcs10 rand 25
mcs10_r01_s25.A09 21.154472 12.795042 6387 mcs10 rand 25
mcs10_r01_s25.A10 36.147552 18.652060 10613 mcs10 rand 25
mcs10_r01_s25.A11 9.513593 5.511048 6022 mcs10 rand 25
mcs10_r01_s25.A12 12.865971 7.326834 7804 mcs10 rand 25
mcs10_r01_s25.A13 26.753956 19.198553 12985 mcs10 rand 25
mcs10_r01_s25.A14 13.100108 6.952152 5584 mcs10 rand 25
mcs10_r01_s25.A15 14.612388 8.559025 6163 mcs10 rand 25
mcs10_r01_s25.A16 35.983376 19.839874 15520 mcs10 rand 25
mcs10_r01_s25.A17 15.448144 10.346018 4798 mcs10 rand 25
mcs10_r01_s25.A18 36.513206 20.739067 6439 mcs10 rand 25
mcs10_r01_s25.A19 9.884264 5.160595 5186 mcs10 rand 25
mcs10_r01_s25.A20 21.346920 11.699887 6802 mcs10 rand 25
mcs10_r01_s25.A21 35.691406 22.503784 20617 mcs10 rand 25
mcs10_r01_s25.A22 16.300570 9.622296 8796 mcs10 rand 25
mcs10_r01_s25.A23 26.828787 17.592833 24041 mcs10 rand 25
mcs10_r01_s25.A24 31.614773 18.144888 9359 mcs10 rand 25
mcs10_r01_s25.A25 14.373339 9.722778 5602 mcs10 rand 25
mcs10_r01_s25.A26 9.228035 4.973580 6910 mcs10 rand 25
mcs10_r01_s25.A27 30.577328 19.250673 5831 mcs10 rand 25
mcs10_r01_s25.A28 30.927319 21.357107 8054 mcs10 rand 25
mcs10_r01_s25.A29 23.241920 13.347972 13715 mcs10 rand 25
mcs10_r01_s25.A30 12.838280 7.032836 3430 mcs10 rand 25
mcs10_r01_s25.A31 12.521695 5.857260 7709 mcs10 rand 25
mcs10_r01_s25.A32 18.695368 10.559353 4877 mcs10 rand 25
mcs10_r01_s25.A33 12.451356 6.480336 6699 mcs10 rand 25
mcs10_r01_s25.A34 29.875641 21.457783 10520 mcs10 rand 25
mcs10_r01_s25.A35 12.694663 7.389570 5623 mcs10 rand 25
mcs10_r01_s25.A36 8.045229 4.516789 8886 mcs10 rand 25
mcs10_r01_s25.A37 18.314444 10.737008 8522 mcs10 rand 25
mcs10_r01_s25.A38 23.558670 13.377594 12065 mcs10 rand 25
mcs10_r01_s25.A39 9.851029 5.508603 6651 mcs10 rand 25
mcs10_r01_s25.A40 13.599494 7.740639 6180 mcs10 rand 25
mcs10_r01_s25.A41 14.364740 8.208629 9336 mcs10 rand 25
mcs10_r01_s25.A42 22.106525 12.573434 11851 mcs10 rand 25
mcs10_r01_s25.A43 26.312643 15.179698 11815 mcs10 rand 25
mcs10_r01_s25.A44 10.208746 5.823230 5357 mcs10 rand 25
mcs10_r01_s25.A45 30.477539 14.396763 10794 mcs10 rand 25
mcs10_r01_s25.A46 15.350443 7.696391 4479 mcs10 rand 25
mcs10_r01_s25.A47 16.847456 10.314356 15739 mcs10 rand 25
mcs10_r01_s25.A48 38.809036 24.104836 5729 mcs10 rand 25
mcs10_r01_s25.A49 30.953184 19.668291 9341 mcs10 rand 25
mcs10_r01_s25.A50 16.796425 8.546075 6817 mcs10 rand 25
mcs10_r01_s25.A51 12.598504 6.158920 4074 mcs10 rand 25
mcs10_r01_s25.A52 26.832705 16.248957 7509 mcs10 rand 25
mcs10_r01_s25.A53 40.713829 23.754452 11585 mcs10 rand 25
mcs10_r01_s25.A54 19.090576 12.131945 5931 mcs10 rand 25
mcs10_r01_s25.A55 24.136906 15.672172 12702 mcs10 rand 25
mcs10_r01_s25.A56 9.031953 5.276418 3119 mcs10 rand 25
mcs10_r01_s25.A57 25.838743 15.513471 11370 mcs10 rand 25
mcs10_r01_s25.A58 19.808229 9.685231 9111 mcs10 rand 25
mcs10_r01_s25.A59 23.943195 14.445503 3105 mcs10 rand 25
mcs10_r01_s25.A60 20.148027 10.930895 8500 mcs10 rand 25
mcs10_r01_s25.A61 6.551761 2.969351 4851 mcs10 rand 25
mcs10_r01_s25.A62 11.135401 6.335262 1667 mcs10 rand 25
mcs10_r01_s25.A63 25.735697 15.813045 10560 mcs10 rand 25
mcs10_r01_s25.A64 30.882900 17.602280 11031 mcs10 rand 25
mcs10_r01_s25.A65 17.238125 9.480855 14499 mcs10 rand 25
mcs10_r01_s25.A66 5.667296 2.715547 6034 mcs10 rand 25
mcs10_r01_s25.A67 17.902102 10.724512 6915 mcs10 rand 25
mcs10_r01_s25.A68 32.038677 17.230791 8175 mcs10 rand 25
mcs10_r01_s25.A69 16.282143 10.130967 5045 mcs10 rand 25
mcs10_r01_s25.A70 27.628267 16.757811 14334 mcs10 rand 25
mcs10_r01_s25.A71 20.161133 12.562896 12856 mcs10 rand 25
mcs10_r01_s25.A72 7.231600 3.739964 3568 mcs10 rand 25
mcs10_r01_s25.A73 31.074112 19.230806 9452 mcs10 rand 25
mcs10_r01_s25.A74 14.601488 7.311701 3250 mcs10 rand 25
mcs10_r01_s25.A75 9.113576 5.666283 5015 mcs10 rand 25
mcs10_r01_s25.A76 34.946148 20.779243 12630 mcs10 rand 25
mcs10_r01_s25.A77 19.524679 11.880849 11104 mcs10 rand 25
mcs10_r01_s25.A78 9.329498 4.965761 6569 mcs10 rand 25
mcs10_r01_s25.A79 16.304853 9.338945 2733 mcs10 rand 25
mcs10_r01_s25.A80 6.435764 3.620349 5724 mcs10 rand 25
mcs10_r01_s25.A81 16.980707 8.583375 3950 mcs10 rand 25
mcs10_r01_s25.A82 27.754686 18.482599 14719 mcs10 rand 25
mcs10_r01_s25.A83 5.542325 3.437513 4342 mcs10 rand 25
mcs10_r01_s25.A84 22.129393 13.547729 8024 mcs10 rand 25
mcs10_r01_s25.A85 33.960587 19.589464 13477 mcs10 rand 25
mcs10_r01_s25.A86 52.312145 30.147020 20768 mcs10 rand 25
mcs10_r01_s25.A87 22.511312 11.537545 9496 mcs10 rand 25
mcs10_r01_s25.A88 10.991860 6.112641 4704 mcs10 rand 25
mcs10_r01_s25.A89 13.412330 8.118448 11159 mcs10 rand 25
mcs10_r01_s25.A90 26.688799 13.828907 12756 mcs10 rand 25
mcs10_r01_s25.A91 29.283213 16.511894 4522 mcs10 rand 25
mcs10_r01_s25.A92 13.039928 7.257717 5770 mcs10 rand 25
mcs10_r01_s25.A93 33.999008 19.108360 12162 mcs10 rand 25
mcs10_r01_s25.A94 14.462191 7.935572 17488 mcs10 rand 25
mcs10_r01_s25.A95 11.481391 6.624411 8511 mcs10 rand 25
mcs10_r01_s25.A96 24.298256 14.126909 14558 mcs10 rand 25
mcs10_r01_s25.A97 14.024784 7.900323 12890 mcs10 rand 25
mcs10_r01_s25.A98 20.994555 10.927976 8903 mcs10 rand 25
mcs10_r01_s25.A99 19.471132 12.092147 13260 mcs10 rand 25
mcs10_r01_s30.A00 620.448486 358.902130 741768 mcs10 rand 30
mcs10_r01_s30.A01 228.150085 129.764877 413023 mcs10 rand 30
mcs10_r01_s30.A02 412.367706 239.709991 276633 mcs10 rand 30
mcs10_r01_s30.A03 442.412872 289.332794 279035 mcs10 rand 30
mcs10_r01_s30.A04 315.446899 180.564880 173437 mcs10 rand 30
mcs10_r01_s30.A05 545.967407 290.596375 255170 mcs10 rand 30
mcs10_r01_s30.A06 513.617126 355.928009 405630 mcs10 rand 30
mcs10_r01_s30.A07 657.627930 379.467743 294711 mcs10 rand 30
mcs10_r01_s30.A08 686.472473 419.476898 491304 mcs10 rand 30
mcs10_r01_s30.A09 509.268402 315.582062 328334 mcs10 rand 30
mcs10_r01_s30.A10 441.204224 305.459137 178492 mcs10 rand 30
mcs10_r01_s30.A11 430.888550 260.782104 197635 mcs10 rand 30
mcs10_r01_s30.A12 469.978790 239.992737 279444 mcs10 rand 30
mcs10_r01_s30.A13 997.605469 627.592285 257470 mcs10 rand 30
mcs10_r01_s30.A14 421.404510 233.427582 149944 mcs10 rand 30
mcs10_r01_s30.A15 350.019684 213.858902 243752 mcs10 rand 30
mcs10_r01_s30.A16 768.410034 498.771149 193901 mcs10 rand 30
mcs10_r01_s30.A17 521.956238 324.548309 413425 mcs10 rand 30
mcs10_r01_s30.A18 290.116699 170.552811 106214 mcs10 rand 30
mcs10_r01_s30.A19 613.734924 419.338531 285856 mcs10 rand 30
mcs10_r01_s30.A20 206.601822 113.725128 153572 mcs10 rand 30
mcs10_r01_s30.A21 144.047363 85.251389 132329 mcs10 rand 30
mcs10_r01_s30.A22 604.868835 371.599976 317783 mcs10 rand 30
mcs10_r01_s30.A23 155.809753 85.958878 105973 mcs10 rand 30
mcs10_r01_s30.A24 575.008911 352.171509 331706 mcs10 rand 30
mcs10_r01_s30.A25 481.601837 281.600891 373975 mcs10 rand 30
mcs10_r01_s30.A26 567.082092 351.552643 399845 mcs10 rand 30
mcs10_r01_s30.A27 608.340088 373.987061 277401 mcs10 rand 30
mcs10_r01_s30.A28 510.207153 335.263916 320416 mcs10 rand 30
mcs10_r01_s30.A29 156.322922 91.249016 118937 mcs10 rand 30
mcs10_r01_s30.A30 497.094971 286.116150 324631 mcs10 rand 30
mcs10_r01_s30.A31 610.351746 361.618378 276269 mcs10 rand 30
mcs10_r01_s30.A32 380.372559 218.736282 331920 mcs10 rand 30
mcs10_r01_s30.A33 375.120636 252.080688 143744 mcs10 rand 30
mcs10_r01_s30.A34 237.846115 126.363800 84523 mcs10 rand 30
mcs10_r01_s30.A35 233.405579 131.661163 237831 mcs10 rand 30
mcs10_r01_s30.A36 374.554535 180.768188 157552 mcs10 rand 30
mcs10_r01_s30.A37 493.588470 275.520447 334421 mcs10 rand 30
mcs10_r01_s30.A38 862.495361 569.038086 392994 mcs10 rand 30
mcs10_r01_s30.A39 310.872284 152.327942 400026 mcs10 rand 30
mcs10_r01_s30.A40 605.679077 393.041687 252351 mcs10 rand 30
mcs10_r01_s30.A41 418.870117 265.423248 125064 mcs10 rand 30
mcs10_r01_s30.A42 504.518097 305.259552 340174 mcs10 rand 30
mcs10_r01_s30.A43 206.005844 113.002075 148690 mcs10 rand 30
mcs10_r01_s30.A44 482.247711 273.919037 265016 mcs10 rand 30
mcs10_r01_s30.A45 343.954803 191.595337 175042 mcs10 rand 30
mcs10_r01_s30.A46 322.265869 173.208435 240805 mcs10 rand 30
mcs10_r01_s30.A47 504.001312 310.482574 247076 mcs10 rand 30
mcs10_r01_s30.A48 311.371613 207.415298 235864 mcs10 rand 30
mcs10_r01_s30.A49 430.557556 257.988770 278214 mcs10 rand 30
mcs10_r01_s30.A50 441.556854 235.874557 211900 mcs10 rand 30
mcs10_r01_s30.A51 205.163071 142.095016 173417 mcs10 rand 30
mcs10_r01_s30.A52 466.668671 267.270020 607617 mcs10 rand 30
mcs10_r01_s30.A53 537.034729 250.409195 233549 mcs10 rand 30
mcs10_r01_s30.A54 766.761719 505.813141 400720 mcs10 rand 30
mcs10_r01_s30.A55 560.785828 341.543213 187801 mcs10 rand 30
mcs10_r01_s30.A56 424.794403 266.500275 374531 mcs10 rand 30
mcs10_r01_s30.A57 598.516418 386.649658 354255 mcs10 rand 30
mcs10_r01_s30.A58 448.176666 292.917419 285720 mcs10 rand 30
mcs10_r01_s30.A59 1040.740479 625.686279 634086 mcs10 rand 30
mcs10_r01_s30.A60 251.012878 129.610046 283130 mcs10 rand 30
mcs10_r01_s30.A61 266.818085 150.217819 132237 mcs10 rand 30
mcs10_r01_s30.A62 393.119934 269.865082 238684 mcs10 rand 30
mcs10_r01_s30.A63 674.858154 419.079224 343807 mcs10 rand 30
mcs10_r01_s30.A64 351.429749 189.593445 310937 mcs10 rand 30
mcs10_r01_s30.A65 262.804535 162.079987 241813 mcs10 rand 30
mcs10_r01_s30.A66 294.818634 151.255493 191431 mcs10 rand 30
mcs10_r01_s30.A67 851.280640 539.557251 759177 mcs10 rand 30
mcs10_r01_s30.A68 630.152466 399.418884 375239 mcs10 rand 30
mcs10_r01_s30.A69 719.468811 417.195740 660456 mcs10 rand 30
mcs10_r01_s30.A70 571.926758 371.249237 350548 mcs10 rand 30
mcs10_r01_s30.A71 547.333008 346.252258 293123 mcs10 rand 30
mcs10_r01_s30.A72 427.314636 225.471329 223828 mcs10 rand 30
mcs10_r01_s30.A73 487.616547 283.041443 435200 mcs10 rand 30
mcs10_r01_s30.A74 1181.595337 681.613342 419720 mcs10 rand 30
mcs10_r01_s30.A75 414.487213 238.965881 270959 mcs10 rand 30
mcs10_r01_s30.A76 538.235535 332.056793 418655 mcs10 rand 30
mcs10_r01_s30.A77 1179.854370 767.846558 611838 mcs10 rand 30
mcs10_r01_s30.A78 383.613373 269.129761 177679 mcs10 rand 30
mcs10_r01_s30.A79 411.575104 238.362671 325460 mcs10 rand 30
mcs10_r01_s30.A80 153.141281 100.797256 409821 mcs10 rand 30
mcs10_r01_s30.A81 543.879150 311.465302 345362 mcs10 rand 30
mcs10_r01_s30.A82 737.616333 362.967407 360153 mcs10 rand 30
mcs10_r01_s30.A83 502.200378 276.188171 608133 mcs10 rand 30
mcs10_r01_s30.A84 527.041199 271.225555 498942 mcs10 rand 30
mcs10_r01_s30.A85 471.218719 268.205231 330783 mcs10 rand 30
mcs10_r01_s30.A86 258.598572 134.926514 168493 mcs10 rand 30
mcs10_r01_s30.A87 276.328735 169.840500 91340 mcs10 rand 30
mcs10_r01_s30.A88 520.897156 304.816467 223279 mcs10 rand 30
mcs10_r01_s30.A89 511.473694 335.937256 479598 mcs10 rand 30
mcs10_r01_s30.A90 127.136848 70.730904 60526 mcs10 rand 30
mcs10_r01_s30.A91 285.015991 153.582367 331857 mcs10 rand 30
mcs10_r01_s30.A92 238.580383 138.616272 269072 mcs10 rand 30
mcs10_r01_s30.A93 718.836914 366.252106 224116 mcs10 rand 30
mcs10_r01_s30.A94 240.959473 140.860672 245062 mcs10 rand 30
mcs10_r01_s30.A95 446.684570 247.530624 362064 mcs10 rand 30
mcs10_r01_s30.A96 311.964447 208.777420 226435 mcs10 rand 30
mcs10_r01_s30.A97 496.665863 289.996429 218548 mcs10 rand 30
mcs10_r01_s30.A98 533.836487 329.280609 440862 mcs10 rand 30
mcs10_r01_s30.A99 292.316895 176.857590 172631 mcs10 rand 30
mcs10_r01_s35.A00 3600.000000 2883.323486 3600000 mcs10 rand 35
mcs10_r01_s35.A01 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A02 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A03 3600.000244 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A04 3600.000000 2818.539062 3600000 mcs10 rand 35
mcs10_r01_s35.A05 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A06 3600.000000 3427.463135 3600000 mcs10 rand 35
mcs10_r01_s35.A07 3600.000244 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A08 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A09 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A10 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A11 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A12 3600.000000 3600.000000 3138692 mcs10 rand 35
mcs10_r01_s35.A13 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A14 3600.000244 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A15 3600.000244 2355.244385 3600000 mcs10 rand 35
mcs10_r01_s35.A16 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A17 3600.000000 3233.121338 3600000 mcs10 rand 35
mcs10_r01_s35.A18 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A19 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A20 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A21 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A22 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A23 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A24 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A25 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A26 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A27 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A28 3600.000000 3021.822266 3600000 mcs10 rand 35
mcs10_r01_s35.A29 3600.000244 3149.056396 3600000 mcs10 rand 35
mcs10_r01_s35.A30 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A31 3567.350342 1897.034912 2714293 mcs10 rand 35
mcs10_r01_s35.A32 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A33 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A34 3600.000244 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A35 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A36 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A37 3600.000244 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A38 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A39 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A40 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A41 3600.000000 3600.000000 3600000 mcs10 rand 35
mcs10_r01_s35.A42 3600.000000 3600.000000 3600000 mcs10 rand 35
