name cp-unconnected-plain cp-fc-unconnected-plain clique-unconnected-plain mcssize generator vertices
mcs70_b06_s30.A25 67.534332 37.151432 13188 mcs70 bvg 30
mcs70_b06_s30.A26 5.852975 3.001035 14689 mcs70 bvg 30
mcs70_b06_s30.A27 8.631010 3.827953 16051 mcs70 bvg 30
mcs70_b06_s30.A28 5.225398 2.358662 13685 mcs70 bvg 30
mcs70_b06_s30.A29 4.359464 1.973946 20010 mcs70 bvg 30
mcs70_b06_s30.A30 2.828201 1.298660 12166 mcs70 bvg 30
mcs70_b06_s30.A31 10.471482 5.055756 24113 mcs70 bvg 30
mcs70_b06_s30.A32 7.489808 3.896899 10732 mcs70 bvg 30
mcs70_b06_s30.A33 25.902891 13.305513 14545 mcs70 bvg 30
mcs70_b06_s30.A34 7.156515 3.541533 15312 mcs70 bvg 30
mcs70_b06_s30.A35 32.601929 17.950684 24861 mcs70 bvg 30
mcs70_b06_s30.A36 3.703594 1.592388 8701 mcs70 bvg 30
mcs70_b06_s30.A37 11.325828 5.089847 23013 mcs70 bvg 30
mcs70_b06_s30.A38 9.284307 4.116837 31547 mcs70 bvg 30
mcs70_b06_s30.A39 6.246458 2.720520 26126 mcs70 bvg 30
mcs70_b06_s30.A40 14.051637 7.930616 19097 mcs70 bvg 30
mcs70_b06_s30.A41 13.922837 6.506139 15252 mcs70 bvg 30
mcs70_b06_s30.A42 3.384037 1.819971 19406 mcs70 bvg 30
mcs70_b06_s30.A43 6.278166 2.983610 17406 mcs70 bvg 30
mcs70_b06_s30.A44 14.759605 7.024869 13228 mcs70 bvg 30
mcs70_b06_s30.A45 7.898371 3.498467 16664 mcs70 bvg 30
mcs70_b06_s30.A46 12.000204 5.467307 28237 mcs70 bvg 30
mcs70_b06_s30.A47 10.592036 4.950348 21468 mcs70 bvg 30
mcs70_b06_s30.A48 7.040089 3.705347 12807 mcs70 bvg 30
mcs70_b06_s30.A49 22.701880 12.110674 18144 mcs70 bvg 30
mcs70_b06_s30.A50 10.234028 6.065129 11487 mcs70 bvg 30
mcs70_b06_s30.A51 22.034410 11.891742 14392 mcs70 bvg 30
mcs70_b06_s30.A52 7.542512 3.292746 10935 mcs70 bvg 30
mcs70_b06_s30.A53 12.535099 5.950479 23034 mcs70 bvg 30
mcs70_b06_s30.A54 10.010783 5.622054 30108 mcs70 bvg 30
mcs70_b06_s30.A55 4.406240 1.906688 11392 mcs70 bvg 30
mcs70_b06_s30.A56 11.293155 6.036034 34961 mcs70 bvg 30
mcs70_b06_s30.A57 11.203830 5.227467 22806 mcs70 bvg 30
mcs70_b06_s30.A58 8.319859 4.205539 22651 mcs70 bvg 30
mcs70_b06_s30.A59 2.534201 1.371760 4171 mcs70 bvg 30
mcs70_b06_s30.A60 3.880553 2.044757 23645 mcs70 bvg 30
mcs70_b06_s30.A61 5.763195 3.152569 18370 mcs70 bvg 30
mcs70_b06_s30.A62 15.260825 7.970870 24365 mcs70 bvg 30
mcs70_b06_s30.A63 8.097055 3.867711 6725 mcs70 bvg 30
mcs70_b06_s30.A64 11.723153 6.048662 8825 mcs70 bvg 30
mcs70_b06_s30.A65 29.933523 12.264919 26421 mcs70 bvg 30
mcs70_b06_s30.A66 13.939419 6.837196 30347 mcs70 bvg 30
mcs70_b06_s30.A67 4.980656 2.567074 14306 mcs70 bvg 30
mcs70_b06_s30.A68 5.201105 2.571545 10140 mcs70 bvg 30
mcs70_b06_s30.A69 5.767134 2.536236 10030 mcs70 bvg 30
mcs70_b06_s30.A70 7.387422 3.704250 21016 mcs70 bvg 30
mcs70_b06_s30.A71 7.889033 3.975993 18564 mcs70 bvg 30
mcs70_b06_s30.A72 8.551735 4.932325 24223 mcs70 bvg 30
mcs70_b06_s30.A73 4.028825 1.853994 21009 mcs70 bvg 30
mcs70_b06_s30.A74 11.556865 5.607173 13530 mcs70 bvg 30
mcs70_b06_s30.A75 9.305529 4.891064 24681 mcs70 bvg 30
mcs70_b06_s30.A76 12.099236 5.675830 16791 mcs70 bvg 30
mcs70_b06_s30.A77 4.525925 2.167074 19734 mcs70 bvg 30
mcs70_b06_s30.A78 6.370763 3.313209 24133 mcs70 bvg 30
mcs70_b06_s30.A79 19.053921 9.292555 13672 mcs70 bvg 30
mcs70_b06_s30.A80 17.350056 8.412066 11562 mcs70 bvg 30
mcs70_b06_s30.A81 11.999940 6.443357 24853 mcs70 bvg 30
mcs70_b06_s30.A82 13.712819 7.288136 19298 mcs70 bvg 30
mcs70_b06_s30.A83 3.574308 1.552313 17329 mcs70 bvg 30
mcs70_b06_s30.A84 3.352788 1.521155 13048 mcs70 bvg 30
mcs70_b06_s30.A85 13.566432 6.620136 37119 mcs70 bvg 30
mcs70_b06_s30.A86 10.663153 4.702140 22903 mcs70 bvg 30
mcs70_b06_s30.A87 2.325351 1.125012 9386 mcs70 bvg 30
mcs70_b06_s30.A88 9.889725 4.303085 30556 mcs70 bvg 30
mcs70_b06_s30.A89 10.965279 5.387006 24180 mcs70 bvg 30
mcs70_b06_s30.A90 3.818737 1.603654 10944 mcs70 bvg 30
mcs70_b06_s30.A91 8.332060 4.185712 21055 mcs70 bvg 30
mcs70_b06_s30.A92 4.439545 2.420298 6150 mcs70 bvg 30
mcs70_b06_s30.A93 21.616203 10.984919 12648 mcs70 bvg 30
mcs70_b06_s30.A94 2.564056 1.133285 11439 mcs70 bvg 30
mcs70_b06_s30.A95 3.870075 1.968350 13365 mcs70 bvg 30
mcs70_b06_s30.A96 12.548922 5.121629 25593 mcs70 bvg 30
mcs70_b06_s30.A97 5.767895 2.877514 12219 mcs70 bvg 30
mcs70_b06_s30.A98 2.861061 1.245373 10875 mcs70 bvg 30
mcs70_b06_s30.A99 15.946166 8.476020 11345 mcs70 bvg 30
mcs70_b06_s35.A00 107.469025 47.863113 395246 mcs70 bvg 35
mcs70_b06_s35.A01 70.333374 27.688507 558657 mcs70 bvg 35
mcs70_b06_s35.A02 66.754021 26.630032 424668 mcs70 bvg 35
mcs70_b06_s35.A03 47.886642 19.080688 539003 mcs70 bvg 35
mcs70_b06_s35.A04 62.443649 20.602568 612971 mcs70 bvg 35
mcs70_b06_s35.A05 102.040733 34.937244 445577 mcs70 bvg 35
mcs70_b06_s35.A06 162.282410 62.803753 335973 mcs70 bvg 35
mcs70_b06_s35.A07 52.451492 22.145136 1200085 mcs70 bvg 35
mcs70_b06_s35.A08 83.622551 37.381397 398339 mcs70 bvg 35
mcs70_b06_s35.A09 142.152252 58.726318 575388 mcs70 bvg 35
mcs70_b06_s35.A10 193.244781 90.431892 637576 mcs70 bvg 35
mcs70_b06_s35.A11 50.264656 19.241713 757574 mcs70 bvg 35
mcs70_b06_s35.A12 56.111473 25.586563 283586 mcs70 bvg 35
mcs70_b06_s35.A13 62.394211 23.433664 670900 mcs70 bvg 35
mcs70_b06_s35.A14 185.647446 70.014626 1630157 mcs70 bvg 35
mcs70_b06_s35.A15 296.501892 109.729713 3600000 mcs70 bvg 35
mcs70_b06_s35.A16 47.410305 20.246952 845893 mcs70 bvg 35
mcs70_b06_s35.A17 176.586517 69.446541 1093092 mcs70 bvg 35
mcs70_b06_s35.A18 202.763382 73.432175 597807 mcs70 bvg 35
mcs70_b06_s35.A19 92.046837 41.995403 513211 mcs70 bvg 35
mcs70_b06_s35.A20 51.298874 19.954041 338209 mcs70 bvg 35
mcs70_b06_s35.A21 318.006470 140.788086 816129 mcs70 bvg 35
mcs70_b06_s35.A22 164.184082 51.805504 1042988 mcs70 bvg 35
mcs70_b06_s35.A23 62.045559 24.594982 759267 mcs70 bvg 35
mcs70_b06_s35.A24 75.692253 33.618458 479392 mcs70 bvg 35
mcs70_b06_s35.A25 171.330933 67.409073 323907 mcs70 bvg 35
mcs70_b06_s35.A26 69.934464 28.254656 325199 mcs70 bvg 35
mcs70_b06_s35.A27 64.720596 24.366074 714157 mcs70 bvg 35
mcs70_b06_s35.A28 162.720093 72.116447 693078 mcs70 bvg 35
mcs70_b06_s35.A29 42.818840 15.218060 404022 mcs70 bvg 35
mcs70_b06_s35.A30 66.822670 28.760942 330654 mcs70 bvg 35
mcs70_b06_s35.A31 176.832794 71.392914 1538071 mcs70 bvg 35
mcs70_b06_s35.A32 92.782402 31.337566 393928 mcs70 bvg 35
mcs70_b06_s35.A33 148.777069 58.412312 797017 mcs70 bvg 35
mcs70_b06_s35.A34 73.962585 32.106358 463819 mcs70 bvg 35
mcs70_b06_s35.A35 77.108498 27.489246 867324 mcs70 bvg 35
mcs70_b06_s35.A36 139.985870 56.566952 671049 mcs70 bvg 35
mcs70_b06_s35.A37 438.847534 182.007980 1025572 mcs70 bvg 35
mcs70_b06_s35.A38 152.244843 62.651276 873505 mcs70 bvg 35
mcs70_b06_s35.A39 99.194855 39.263374 806858 mcs70 bvg 35
mcs70_b06_s35.A40 124.531471 48.544537 1270843 mcs70 bvg 35
mcs70_b06_s35.A41 140.998291 51.277122 990299 mcs70 bvg 35
mcs70_b06_s35.A42 156.272171 58.500858 458780 mcs70 bvg 35
mcs70_b06_s35.A43 98.986877 34.810551 667591 mcs70 bvg 35
mcs70_b06_s35.A44 322.011261 124.155693 184141 mcs70 bvg 35
mcs70_b06_s35.A45 82.056183 31.033302 674194 mcs70 bvg 35
mcs70_b06_s35.A46 65.274689 27.291056 293056 mcs70 bvg 35
mcs70_b06_s35.A47 192.184189 72.358887 797667 mcs70 bvg 35
mcs70_b06_s35.A48 58.484554 26.353662 399911 mcs70 bvg 35
mcs70_b06_s35.A49 78.130287 30.602736 774707 mcs70 bvg 35
mcs70_b06_s35.A50 102.509094 38.522896 268565 mcs70 bvg 35
mcs70_b06_s35.A51 198.105316 79.122391 671323 mcs70 bvg 35
mcs70_b06_s35.A52 200.075485 85.763680 685229 mcs70 bvg 35
mcs70_b06_s35.A53 40.872498 16.152746 303003 mcs70 bvg 35
mcs70_b06_s35.A54 70.856918 26.763666 563163 mcs70 bvg 35
mcs70_b06_s35.A55 43.615150 18.319370 925831 mcs70 bvg 35
mcs70_b06_s35.A56 674.120178 282.750427 634794 mcs70 bvg 35
mcs70_b06_s35.A57 34.352993 14.323416 177638 mcs70 bvg 35
mcs70_b06_s35.A58 52.453358 21.667109 1234484 mcs70 bvg 35
mcs70_b06_s35.A59 47.849499 18.863358 984944 mcs70 bvg 35
mcs70_b06_s35.A60 93.627754 34.300304 299264 mcs70 bvg 35
mcs70_b06_s35.A61 129.675400 49.537086 788189 mcs70 bvg 35
mcs70_b06_s35.A62 188.932739 79.502426 690963 mcs70 bvg 35
mcs70_b06_s35.A63 64.287704 26.019159 259260 mcs70 bvg 35
mcs70_b06_s35.A64 155.219284 64.159935 1219617 mcs70 bvg 35
mcs70_b06_s35.A65 84.423058 34.237946 899056 mcs70 bvg 35
mcs70_b06_s35.A66 47.002117 17.408363 450262 mcs70 bvg 35
mcs70_b06_s35.A67 54.294521 18.550684 1114802 mcs70 bvg 35
mcs70_b06_s35.A68 77.891640 29.340370 439209 mcs70 bvg 35
mcs70_b06_s35.A69 224.458923 89.835815 423904 mcs70 bvg 35
mcs70_b06_s35.A70 191.349731 75.694260 1763324 mcs70 bvg 35
mcs70_b06_s35.A71 81.313629 36.798504 303991 mcs70 bvg 35
mcs70_b06_s35.A72 72.672958 29.833361 743329 mcs70 bvg 35
mcs70_b06_s35.A73 286.743958 125.586426 672597 mcs70 bvg 35
mcs70_b06_s35.A74 57.769485 20.542517 677461 mcs70 bvg 35
mcs70_b06_s35.A75 69.408028 28.863190 452781 mcs70 bvg 35
mcs70_b06_s35.A76 76.789452 30.015387 982944 mcs70 bvg 35
mcs70_b06_s35.A77 146.239548 59.993637 1975208 mcs70 bvg 35
mcs70_b06_s35.A78 563.842346 236.681549 738251 mcs70 bvg 35
mcs70_b06_s35.A79 28.996744 10.000238 671429 mcs70 bvg 35
mcs70_b06_s35.A80 105.530579 45.251923 473366 mcs70 bvg 35
mcs70_b06_s35.A81 88.879646 35.931511 1364956 mcs70 bvg 35
mcs70_b06_s35.A82 168.812485 62.045425 1176484 mcs70 bvg 35
mcs70_b06_s35.A83 159.767578 72.510246 1252176 mcs70 bvg 35
mcs70_b06_s35.A84 76.186661 30.602198 669429 mcs70 bvg 35
mcs70_b06_s35.A85 46.712177 15.494695 526829 mcs70 bvg 35
mcs70_b06_s35.A86 109.838615 44.448208 539796 mcs70 bvg 35
mcs70_b06_s35.A87 81.686714 29.065868 424801 mcs70 bvg 35
mcs70_b06_s35.A88 205.296204 87.162766 927049 mcs70 bvg 35
mcs70_b06_s35.A89 393.028809 166.668655 638465 mcs70 bvg 35
mcs70_b06_s35.A90 378.740540 153.157913 657592 mcs70 bvg 35
mcs70_b06_s35.A91 215.655502 96.606445 1020804 mcs70 bvg 35
mcs70_b06_s35.A92 287.028717 118.299179 395503 mcs70 bvg 35
mcs70_b06_s35.A93 71.386368 28.811031 340194 mcs70 bvg 35
mcs70_b06_s35.A94 523.706055 229.307663 1228365 mcs70 bvg 35
mcs70_b06_s35.A95 233.821671 76.028206 711519 mcs70 bvg 35
mcs70_b06_s35.A96 82.566422 36.482258 453702 mcs70 bvg 35
mcs70_b06_s35.A97 18.664692 7.734713 239926 mcs70 bvg 35
mcs70_b06_s35.A98 473.095612 211.947189 749124 mcs70 bvg 35
mcs70_b06_s35.A99 276.083649 121.123260 965362 mcs70 bvg 35
mcs70_b06m_s10.A00 0.000771 0.000786 1 mcs70 bvg 10
mcs70_b06m_s10.A01 0.000746 0.000902 1 mcs70 bvg 10
mcs70_b06m_s10.A02 0.001384 0.001544 1 mcs70 bvg 10
mcs70_b06m_s10.A03 0.000882 0.001216 1 mcs70 bvg 10
mcs70_b06m_s10.A04 0.001431 0.001411 1 mcs70 bvg 10
mcs70_b06m_s10.A05 0.001015 0.000890 1 mcs70 bvg 10
mcs70_b06m_s10.A06 0.000902 0.000787 1 mcs70 bvg 10
mcs70_b06m_s10.A07 0.001358 0.002139 1 mcs70 bvg 10
mcs70_b06m_s10.A08 0.001205 0.001185 1 mcs70 bvg 10
mcs70_b06m_s10.A09 0.001737 0.001973 1 mcs70 bvg 10
mcs70_b06m_s10.A10 0.001124 0.001340 1 mcs70 bvg 10
mcs70_b06m_s10.A11 0.001421 0.001140 1 mcs70 bvg 10
mcs70_b06m_s10.A12 0.001967 0.002589 1 mcs70 bvg 10
mcs70_b06m_s10.A13 0.000835 0.000841 1 mcs70 bvg 10
mcs70_b06m_s10.A14 0.001237 0.001038 1 mcs70 bvg 10
mcs70_b06m_s10.A15 0.001303 0.001574 1 mcs70 bvg 10
mcs70_b06m_s10.A16 0.001450 0.001306 1 mcs70 bvg 10
mcs70_b06m_s10.A17 0.000872 0.000775 1 mcs70 bvg 10
mcs70_b06m_s10.A18 0.001577 0.002065 1 mcs70 bvg 10
mcs70_b06m_s10.A19 0.001071 0.001130 1 mcs70 bvg 10
mcs70_b06m_s10.A20 0.000980 0.000823 1 mcs70 bvg 10
mcs70_b06m_s10.A21 0.001124 0.001216 1 mcs70 bvg 10
mcs70_b06m_s10.A22 0.001364 0.002344 1 mcs70 bvg 10
mcs70_b06m_s10.A23 0.000812 0.000943 1 mcs70 bvg 10
mcs70_b06m_s10.A24 0.001479 0.001578 1 mcs70 bvg 10
mcs70_b06m_s10.A25 0.000947 0.000855 1 mcs70 bvg 10
mcs70_b06m_s10.A26 0.000827 0.001083 1 mcs70 bvg 10
mcs70_b06m_s10.A27 0.001099 0.001339 1 mcs70 bvg 10
mcs70_b06m_s10.A28 0.000779 0.000628 1 mcs70 bvg 10
mcs70_b06m_s10.A29 0.000956 0.000793 1 mcs70 bvg 10
mcs70_b06m_s10.A30 0.000704 0.000925 1 mcs70 bvg 10
mcs70_b06m_s10.A31 0.000926 0.000959 1 mcs70 bvg 10
mcs70_b06m_s10.A32 0.001259 0.001420 1 mcs70 bvg 10
mcs70_b06m_s10.A33 0.001182 0.001068 1 mcs70 bvg 10
mcs70_b06m_s10.A34 0.001095 0.001659 1 mcs70 bvg 10
mcs70_b06m_s10.A35 0.001213 0.001060 1 mcs70 bvg 10
mcs70_b06m_s10.A36 0.001688 0.001612 1 mcs70 bvg 10
mcs70_b06m_s10.A37 0.000835 0.000923 1 mcs70 bvg 10
mcs70_b06m_s10.A38 0.000777 0.000713 1 mcs70 bvg 10
mcs70_b06m_s10.A39 0.001579 0.001503 1 mcs70 bvg 10
mcs70_b06m_s10.A40 0.000957 0.000988 1 mcs70 bvg 10
mcs70_b06m_s10.A41 0.001600 0.001521 1 mcs70 bvg 10
mcs70_b06m_s10.A42 0.000925 0.000894 1 mcs70 bvg 10
mcs70_b06m_s10.A43 0.001052 0.000966 1 mcs70 bvg 10
mcs70_b06m_s10.A44 0.001665 0.001748 1 mcs70 bvg 10
mcs70_b06m_s10.A45 0.001120 0.001455 1 mcs70 bvg 10
mcs70_b06m_s10.A46 0.001458 0.001341 1 mcs70 bvg 10
mcs70_b06m_s10.A47 0.000994 0.000890 1 mcs70 bvg 10
mcs70_b06m_s10.A48 0.001161 0.001044 1 mcs70 bvg 10
mcs70_b06m_s10.A49 0.001726 0.002417 1 mcs70 bvg 10
mcs70_b06m_s10.A50 0.001233 0.001308 1 mcs70 bvg 10
mcs70_b06m_s10.A51 0.000620 0.000756 1 mcs70 bvg 10
mcs70_b06m_s10.A52 0.001096 0.001132 1 mcs70 bvg 10
mcs70_b06m_s10.A53 0.001364 0.001499 1 mcs70 bvg 10
mcs70_b06m_s10.A54 0.001141 0.001031 1 mcs70 bvg 10
mcs70_b06m_s10.A55 0.001034 0.001209 1 mcs70 bvg 10
mcs70_b06m_s10.A56 0.001388 0.001847 1 mcs70 bvg 10
mcs70_b06m_s10.A57 0.000896 0.000865 1 mcs70 bvg 10
mcs70_b06m_s10.A58 0.000987 0.000931 1 mcs70 bvg 10
mcs70_b06m_s10.A59 0.000900 0.000847 1 mcs70 bvg 10
mcs70_b06m_s10.A60 0.000900 0.001252 1 mcs70 bvg 10
mcs70_b06m_s10.A61 0.000776 0.000772 1 mcs70 bvg 10
mcs70_b06m_s10.A62 0.001360 0.001385 1 mcs70 bvg 10
mcs70_b06m_s10.A63 0.001927 0.002449 1 mcs70 bvg 10
mcs70_b06m_s10.A64 0.000875 0.000815 1 mcs70 bvg 10
mcs70_b06m_s10.A65 0.001616 0.001752 1 mcs70 bvg 10
mcs70_b06m_s10.A66 0.001609 0.001450 1 mcs70 bvg 10
mcs70_b06m_s10.A67 0.000726 0.001003 1 mcs70 bvg 10
mcs70_b06m_s10.A68 0.000818 0.001131 1 mcs70 bvg 10
mcs70_b06m_s10.A69 0.001309 0.001259 1 mcs70 bvg 10
mcs70_b06m_s10.A70 0.000761 0.000792 1 mcs70 bvg 10
mcs70_b06m_s10.A71 0.001213 0.001775 1 mcs70 bvg 10
mcs70_b06m_s10.A72 0.001046 0.000905 1 mcs70 bvg 10
mcs70_b06m_s10.A73 0.000892 0.001026 1 mcs70 bvg 10
mcs70_b06m_s10.A74 0.001501 0.002076 1 mcs70 bvg 10
mcs70_b06m_s10.A75 0.001279 0.001273 1 mcs70 bvg 10
mcs70_b06m_s10.A76 0.000978 0.000855 1 mcs70 bvg 10
mcs70_b06m_s10.A77 0.001515 0.001394 1 mcs70 bvg 10
mcs70_b06m_s10.A78 0.000739 0.000975 1 mcs70 bvg 10
mcs70_b06m_s10.A79 0.000998 0.000918 1 mcs70 bvg 10
mcs70_b06m_s10.A80 0.001021 0.001031 1 mcs70 bvg 10
mcs70_b06m_s10.A81 0.001390 0.001341 1 mcs70 bvg 10
mcs70_b06m_s10.A82 0.000953 0.000831 1 mcs70 bvg 10
mcs70_b06m_s10.A83 0.001700 0.001608 1 mcs70 bvg 10
mcs70_b06m_s10.A84 0.000949 0.001100 1 mcs70 bvg 10
mcs70_b06m_s10.A85 0.001298 0.001084 1 mcs70 bvg 10
mcs70_b06m_s10.A86 0.001196 0.001411 1 mcs70 bvg 10
mcs70_b06m_s10.A87 0.000841 0.000874 1 mcs70 bvg 10
mcs70_b06m_s10.A88 0.001409 0.001354 1 mcs70 bvg 10
mcs70_b06m_s10.A89 0.000957 0.001224 1 mcs70 bvg 10
mcs70_b06m_s10.A90 0.001277 0.001102 1 mcs70 bvg 10
mcs70_b06m_s10.A91 0.001533 0.001326 1 mcs70 bvg 10
mcs70_b06m_s10.A92 0.001509 0.001731 1 mcs70 bvg 10
mcs70_b06m_s10.A93 0.001084 0.000946 1 mcs70 bvg 10
mcs70_b06m_s10.A94 0.001495 0.001305 1 mcs70 bvg 10
mcs70_b06m_s10.A95 0.001305 0.001496 1 mcs70 bvg 10
mcs70_b06m_s10.A96 0.001601 0.001434 1 mcs70 bvg 10
mcs70_b06m_s10.A97 0.000985 0.000925 1 mcs70 bvg 10
mcs70_b06m_s10.A98 0.001091 0.001037 1 mcs70 bvg 10
mcs70_b06m_s10.A99 0.001241 0.001328 1 mcs70 bvg 10
mcs70_b06m_s15.A00 0.028253 0.041090 6 mcs70 bvg 15
mcs70_b06m_s15.A01 0.034406 0.036651 6 mcs70 bvg 15
mcs70_b06m_s15.A02 0.027879 0.025808 7 mcs70 bvg 15
mcs70_b06m_s15.A03 0.034067 0.033655 6 mcs70 bvg 15
mcs70_b06m_s15.A04 0.029347 0.030269 6 mcs70 bvg 15
mcs70_b06m_s15.A05 0.025545 0.026418 6 mcs70 bvg 15
mcs70_b06m_s15.A06 0.029197 0.028044 6 mcs70 bvg 15
mcs70_b06m_s15.A07 0.011507 0.009836 6 mcs70 bvg 15
mcs70_b06m_s15.A08 0.021766 0.020919 6 mcs70 bvg 15
mcs70_b06m_s15.A09 0.020416 0.019197 6 mcs70 bvg 15
mcs70_b06m_s15.A10 0.022394 0.019985 6 mcs70 bvg 15
mcs70_b06m_s15.A11 0.020838 0.018410 6 mcs70 bvg 15
mcs70_b06m_s15.A12 0.015976 0.012313 6 mcs70 bvg 15
mcs70_b06m_s15.A13 0.055088 0.054446 7 mcs70 bvg 15
mcs70_b06m_s15.A14 0.030759 0.033774 6 mcs70 bvg 15
mcs70_b06m_s15.A15 0.030785 0.043019 6 mcs70 bvg 15
mcs70_b06m_s15.A16 0.017251 0.017773 6 mcs70 bvg 15
mcs70_b06m_s15.A17 0.021650 0.020740 7 mcs70 bvg 15
mcs70_b06m_s15.A18 0.021040 0.019871 6 mcs70 bvg 15
mcs70_b06m_s15.A19 0.027154 0.025595 6 mcs70 bvg 15
mcs70_b06m_s15.A20 0.019927 0.021011 6 mcs70 bvg 15
mcs70_b06m_s15.A21 0.022736 0.023251 6 mcs70 bvg 15
mcs70_b06m_s15.A22 0.017757 0.022092 6 mcs70 bvg 15
mcs70_b06m_s15.A23 0.028095 0.043943 7 mcs70 bvg 15
mcs70_b06m_s15.A24 0.027935 0.026659 7 mcs70 bvg 15
mcs70_b06m_s15.A25 0.011148 0.014287 5 mcs70 bvg 15
mcs70_b06m_s15.A26 0.036083 0.037164 6 mcs70 bvg 15
mcs70_b06m_s15.A27 0.030970 0.030293 6 mcs70 bvg 15
mcs70_b06m_s15.A28 0.045330 0.045088 6 mcs70 bvg 15
mcs70_b06m_s15.A29 0.015176 0.015596 6 mcs70 bvg 15
mcs70_b06m_s15.A30 0.036144 0.039091 6 mcs70 bvg 15
mcs70_b06m_s15.A31 0.025026 0.025278 7 mcs70 bvg 15
mcs70_b06m_s15.A32 0.012050 0.011645 6 mcs70 bvg 15
mcs70_b06m_s15.A33 0.013414 0.010464 7 mcs70 bvg 15
mcs70_b06m_s15.A34 0.024123 0.033273 6 mcs70 bvg 15
mcs70_b06m_s15.A35 0.027895 0.025228 6 mcs70 bvg 15
mcs70_b06m_s15.A36 0.022895 0.022687 6 mcs70 bvg 15
mcs70_b06m_s15.A37 0.021178 0.030705 7 mcs70 bvg 15
mcs70_b06m_s15.A38 0.019574 0.019356 6 mcs70 bvg 15
mcs70_b06m_s15.A39 0.018014 0.018105 6 mcs70 bvg 15
mcs70_b06m_s15.A40 0.012261 0.009304 6 mcs70 bvg 15
mcs70_b06m_s15.A41 0.016516 0.015742 6 mcs70 bvg 15
mcs70_b06m_s15.A42 0.030289 0.042562 7 mcs70 bvg 15
mcs70_b06m_s15.A43 0.023132 0.022023 6 mcs70 bvg 15
mcs70_b06m_s15.A44 0.010751 0.008601 6 mcs70 bvg 15
mcs70_b06m_s15.A45 0.023584 0.034317 6 mcs70 bvg 15
mcs70_b06m_s15.A46 0.024112 0.022681 6 mcs70 bvg 15
mcs70_b06m_s15.A47 0.028387 0.028297 7 mcs70 bvg 15
mcs70_b06m_s15.A48 0.023711 0.022616 6 mcs70 bvg 15
mcs70_b06m_s15.A49 0.023909 0.022291 6 mcs70 bvg 15
mcs70_b06m_s15.A50 0.029731 0.029637 6 mcs70 bvg 15
mcs70_b06m_s15.A51 0.021407 0.021560 8 mcs70 bvg 15
mcs70_b06m_s15.A52 0.026865 0.026445 6 mcs70 bvg 15
mcs70_b06m_s15.A53 0.010372 0.008736 5 mcs70 bvg 15
mcs70_b06m_s15.A54 0.021937 0.020134 6 mcs70 bvg 15
mcs70_b06m_s15.A55 0.023076 0.018569 7 mcs70 bvg 15
mcs70_b06m_s15.A56 0.025449 0.026424 6 mcs70 bvg 15
mcs70_b06m_s15.A57 0.022071 0.020257 6 mcs70 bvg 15
mcs70_b06m_s15.A58 0.026591 0.029646 6 mcs70 bvg 15
mcs70_b06m_s15.A59 0.023210 0.022514 6 mcs70 bvg 15
mcs70_b06m_s15.A60 0.026280 0.029516 7 mcs70 bvg 15
mcs70_b06m_s15.A61 0.032207 0.031335 6 mcs70 bvg 15
mcs70_b06m_s15.A62 0.023572 0.023580 6 mcs70 bvg 15
mcs70_b06m_s15.A63 0.031676 0.031100 6 mcs70 bvg 15
mcs70_b06m_s15.A64 0.029452 0.027364 6 mcs70 bvg 15
mcs70_b06m_s15.A65 0.033273 0.031592 6 mcs70 bvg 15
mcs70_b06m_s15.A66 0.018819 0.018365 6 mcs70 bvg 15
mcs70_b06m_s15.A67 0.034039 0.032905 6 mcs70 bvg 15
mcs70_b06m_s15.A68 0.017739 0.016006 6 mcs70 bvg 15
mcs70_b06m_s15.A69 0.026233 0.024616 6 mcs70 bvg 15
mcs70_b06m_s15.A70 0.018195 0.017978 6 mcs70 bvg 15
mcs70_b06m_s15.A71 0.015800 0.017578 6 mcs70 bvg 15
mcs70_b06m_s15.A72 0.024840 0.024851 6 mcs70 bvg 15
mcs70_b06m_s15.A73 0.017410 0.016534 5 mcs70 bvg 15
mcs70_b06m_s15.A74 0.022609 0.021145 5 mcs70 bvg 15
mcs70_b06m_s15.A75 0.018517 0.017545 6 mcs70 bvg 15
mcs70_b06m_s15.A76 0.023570 0.022563 8 mcs70 bvg 15
mcs70_b06m_s15.A77 0.012382 0.010620 5 mcs70 bvg 15
mcs70_b06m_s15.A78 0.023044 0.022147 6 mcs70 bvg 15
mcs70_b06m_s15.A79 0.009782 0.008117 7 mcs70 bvg 15
mcs70_b06m_s15.A80 0.028902 0.034092 7 mcs70 bvg 15
mcs70_b06m_s15.A81 0.029210 0.032096 6 mcs70 bvg 15
mcs70_b06m_s15.A82 0.026078 0.023793 7 mcs70 bvg 15
mcs70_b06m_s15.A83 0.013286 0.013022 6 mcs70 bvg 15
mcs70_b06m_s15.A84 0.016217 0.012823 6 mcs70 bvg 15
mcs70_b06m_s15.A85 0.032641 0.051447 8 mcs70 bvg 15
mcs70_b06m_s15.A86 0.014904 0.020738 6 mcs70 bvg 15
mcs70_b06m_s15.A87 0.022645 0.020140 6 mcs70 bvg 15
mcs70_b06m_s15.A88 0.026798 0.025622 7 mcs70 bvg 15
mcs70_b06m_s15.A89 0.009864 0.009057 6 mcs70 bvg 15
mcs70_b06m_s15.A90 0.039032 0.039577 7 mcs70 bvg 15
